itemset,Support
"(260, 589, 1196, 1210, 1214, 1240)",59
"(260, 858, 1270, 2571)",59
"(296, 858, 1196, 1270)",59
"(1196, 1291, 33794)",59
"(318, 780, 1210, 2571)",59
"(4993, 7361)",59
"(2858, 4226, 7361)",59
"(7361, 58559)",59
"(2959, 7361)",59
"(1193, 7361)",59
"(260, 296, 593, 858, 1210, 2571)",59
"(260, 608, 1036, 1210, 2571)",59
"(260, 608, 1036, 1196, 1210, 2571)",59
"(296, 858, 1210, 1270)",59
"(858, 1210, 1270, 2571)",59
"(1, 50, 356, 1196)",59
"(1214, 1240, 1291)",59
"(32, 1196, 1210, 1270)",59
"(296, 356, 593, 1291)",59
"(260, 593, 1291, 2571)",59
"(260, 318, 356, 1291)",59
"(588, 1210, 1270)",59
"(260, 588, 1210, 1270)",59
"(50, 260, 858, 2571, 2858)",59
"(50, 858, 1196, 2858)",59
"(50, 260, 858, 1196, 2858)",59
"(47, 356, 1265)",59
"(589, 1196, 5349)",59
"(260, 589, 1196, 5349)",59
"(260, 318, 780, 1210, 2571)",59
"(260, 1210, 1214, 1240, 2571)",59
"(318, 4226, 5445)",59
"(2571, 4886, 33794)",59
"(1, 780, 1210, 1270)",59
"(1, 260, 780, 1210, 1270)",59
"(780, 1196, 1270, 2571)",59
"(50, 1198, 1265)",59
"(260, 858, 1198, 2858)",59
"(260, 589, 858, 2858)",59
"(47, 296, 858, 2571, 2858)",59
"(47, 50, 858, 2858)",59
"(1196, 1210, 2115, 2716)",59
"(260, 1196, 1210, 2115, 2716)",59
"(50, 318, 593, 858, 2858)",59
"(32, 260, 1196, 1270)",59
"(1214, 1240, 2762)",59
"(1265, 2797)",59
"(1, 260, 1240, 1270)",59
"(1, 260, 296, 1291, 2571)",59
"(1, 589, 1291, 2571)",59
"(7361, 33794)",59
"(260, 780, 1196, 1270, 2571)",59
"(356, 592, 1270)",59
"(589, 592, 1270)",59
"(592, 1198, 1270)",59
"(356, 8961, 33794)",59
"(593, 1196, 1291, 2571)",59
"(296, 356, 858, 2571, 2858)",59
"(47, 50, 858, 1196)",59
"(47, 50, 260, 858, 1196)",59
"(47, 608, 1136)",59
"(318, 780, 1196, 1210, 2571)",59
"(356, 1240, 1270, 2571)",59
"(260, 356, 589, 1196, 1291)",59
"(1, 356, 1196, 1291, 2571)",59
"(1196, 1210, 4306, 5445)",59
"(260, 296, 356, 1196, 1291, 2571)",59
"(296, 589, 1196, 1291, 2571)",59
"(1, 1196, 1198, 1210, 1270, 2571)",59
"(260, 356, 593, 1213)",59
"(260, 296, 356, 1213, 2571)",59
"(296, 589, 593, 1213)",59
"(296, 589, 1213, 2571)",59
"(318, 356, 1213, 2571)",59
"(356, 593, 1213, 2571)",59
"(318, 356, 1196, 1291)",59
"(589, 780, 1270)",59
"(260, 356, 1240, 1270)",59
"(260, 589, 1240, 1270, 2571)",59
"(47, 356, 1210, 1270)",59
"(47, 260, 1210, 1270, 2571)",59
"(47, 1196, 1210, 1270, 2571)",59
"(318, 356, 364, 2571)",59
"(260, 296, 356, 1196, 1198, 1210, 1270)",59
"(1196, 4306, 5445)",59
"(296, 318, 1136, 1198)",59
"(296, 593, 1136, 1198)",59
"(260, 589, 1198, 1265)",59
"(296, 356, 780, 1196, 1210)",59
"(260, 589, 2571, 5349)",59
"(260, 318, 780, 1196, 1210, 2571)",59
"(318, 1196, 1198, 1265)",59
"(260, 318, 1196, 1198, 1265)",59
"(356, 1196, 1240, 1270)",59
"(260, 1210, 4306, 5445)",59
"(593, 1198, 1291, 2571)",59
"(1, 260, 593, 1196, 1291)",59
"(50, 296, 1291)",59
"(589, 1196, 1240, 1270, 2571)",59
"(296, 541, 858)",59
"(50, 260, 318, 593, 1196, 2571)",59
"(50, 318, 356, 593, 1196)",59
"(1, 1196, 1240, 1270)",59
"(260, 318, 593, 1196, 1213)",59
"(47, 260, 593, 858, 2571)",59
"(47, 50, 318, 858, 2571)",59
"(47, 50, 356, 858)",59
"(296, 608, 1136, 1198)",59
"(527, 593, 1213)",59
"(1, 296, 1213)",59
"(1, 260, 1196, 1198, 1210, 1270, 2571)",59
"(260, 1210, 1240, 1270, 2571)",59
"(589, 1210, 1240, 1270, 2571)",59
"(260, 589, 1198, 1240, 1270)",59
"(318, 1196, 1198, 1210, 1270)",59
"(296, 356, 1196, 1198, 1210, 1270)",59
"(260, 318, 1196, 1198, 1210, 1270)",59
"(318, 2571, 4306, 5445)",59
"(1, 593, 1198, 1291)",59
"(356, 589, 1198, 1291)",59
"(47, 296, 589, 858)",59
"(47, 589, 858, 2571)",59
"(47, 527, 858)",59
"(593, 1222, 2571)",59
"(593, 608, 1136, 1196)",59
"(589, 1196, 1213)",59
"(260, 593, 608, 1136, 1196)",59
"(47, 260, 1198, 1291)",59
"(47, 260, 1196, 1198, 1291)",59
"(593, 1291, 2858)",59
"(296, 1291, 2571, 2858)",59
"(260, 296, 1291, 2858)",59
"(50, 260, 1136, 1196)",59
"(318, 356, 1222)",59
"(296, 356, 1222, 2571)",59
"(260, 356, 1222, 2571)",59
"(260, 318, 608, 1136)",59
"(260, 356, 608, 1136)",59
"(47, 260, 296, 356, 858)",59
"(260, 2762, 5445)",59
"(1, 47, 1291)",59
"(589, 1196, 1198, 1240, 1270)",59
"(260, 589, 1196, 1198, 1240, 1270)",59
"(1, 50, 356, 593)",59
"(1, 50, 260, 296)",59
"(1, 50, 260, 356)",59
"(50, 356, 593, 1213)",59
"(318, 593, 608, 1136)",59
"(296, 356, 608, 1136)",59
"(296, 356, 2571, 5349)",59
"(260, 296, 356, 780, 1196, 1210)",59
"(296, 589, 780, 1196, 1210)",59
"(260, 296, 589, 780, 1196, 1210)",59
"(1, 260, 356, 1196, 1210, 1270, 2571)",59
"(1196, 1291, 2571, 2858)",59
"(260, 1196, 1198, 1291, 2858)",59
"(356, 589, 1196, 1210, 1270, 2571)",59
"(356, 1196, 1210, 1240, 1270)",59
"(260, 1196, 1210, 1240, 1270, 2571)",59
"(260, 364, 1196, 1198, 2571)",59
"(1, 364, 1196)",59
"(260, 356, 589, 1196, 1210, 1291)",59
"(1, 356, 1196, 1210, 1291, 2571)",59
"(260, 296, 356, 858, 1196, 1198)",59
"(50, 593, 858, 1198)",59
"(260, 589, 1222)",59
"(50, 260, 296, 356, 1213)",59
"(1, 260, 593, 1210, 1291)",59
"(296, 589, 1210, 1291, 2571)",59
"(1, 296, 1210, 1291, 2571)",59
"(1, 356, 1210, 1291, 2571)",59
"(32, 5445)",59
"(593, 1210, 1291, 2571)",59
"(318, 356, 1210, 1291)",59
"(1, 50, 318, 356)",59
"(47, 1210, 5445)",59
"(260, 296, 356, 1196, 1210, 1291, 2571)",59
"(260, 1240, 1270, 1291)",59
"(589, 1240, 1270, 1291)",59
"(260, 1196, 1240, 1270, 1291)",59
"(260, 1210, 1240, 1270, 1291)",59
"(296, 1136, 1198, 2571)",59
"(260, 318, 1136, 1198)",59
"(1136, 4993)",59
"(296, 356, 858, 1196, 1198)",59
"(50, 318, 1222)",59
"(260, 296, 858, 1196, 1198, 2571)",59
"(50, 318, 1196, 1213)",59
"(50, 1196, 1213, 2571)",59
"(260, 364, 1198, 2571)",59
"(364, 1196, 1198, 2571)",59
"(260, 1196, 1210, 1240, 1270, 1291)",59
"(110, 296, 1240)",59
"(260, 356, 589, 1210, 1270, 2571)",59
"(260, 356, 364, 1210, 2571)",59
"(260, 589, 1196, 1210, 5445)",59
"(1, 260, 593, 1196, 1210, 1291)",59
"(356, 364, 1210, 2571)",59
"(1198, 1210, 2571, 5445)",59
"(50, 260, 1196, 1265)",59
"(50, 1222, 2571)",59
"(50, 260, 1222)",59
"(296, 858, 1196, 1198, 2571)",59
"(260, 296, 593, 858, 1198)",59
"(296, 318, 1198, 1265)",59
"(589, 780, 1198, 1210)",59
"(260, 1196, 1198, 1210, 5445)",59
"(110, 260, 1240, 2571)",59
"(110, 260, 1196, 1240, 2571)",59
"(356, 364, 1196, 1210, 2571)",59
"(1, 589, 1198, 1210, 1291)",59
"(1, 260, 589, 1198, 1210, 1291)",59
"(50, 260, 1196, 1210, 1291)",59
"(260, 356, 364, 1196, 1210, 2571)",59
"(260, 296, 593, 1210, 1270)",59
"(1136, 2571, 4306)",59
"(1, 780, 1196, 1198, 1210)",59
"(1, 260, 780, 1196, 1198, 1210)",59
"(47, 780, 1196, 1210)",59
"(47, 260, 780, 1196, 1210)",59
"(780, 1196, 1210, 2858)",59
"(260, 780, 1196, 1210, 2858)",59
"(260, 589, 1136, 1198)",59
"(47, 260, 1198, 1210, 1291)",59
"(47, 1196, 1198, 1210, 1291)",59
"(47, 260, 1196, 1198, 1210, 1291)",59
"(47, 1196, 5445)",59
"(260, 592, 1196, 1198, 1210, 1291)",59
"(589, 780, 1291)",59
"(1, 780, 1291)",59
"(47, 318, 593, 1213)",59
"(50, 296, 589, 858)",59
"(1136, 1198, 2762)",59
"(47, 318, 1213, 2571)",59
"(260, 1198, 1213, 2571)",59
"(318, 1210, 2571, 5445)",59
"(296, 356, 1210, 5445)",59
"(356, 541, 1196, 1210)",59
"(50, 296, 527, 589)",59
"(296, 318, 1210, 1270, 2571)",59
"(593, 1210, 1270, 2571)",59
"(1, 1270, 2858)",59
"(1, 260, 296, 1196, 1265)",59
"(47, 296, 593, 1213, 2571)",59
"(47, 296, 356, 1213)",59
"(47, 260, 296, 1213, 2571)",59
"(47, 260, 296, 1196, 1213)",59
"(47, 50, 1213, 2571)",59
"(47, 50, 260, 1213)",59
"(50, 260, 296, 593, 858, 2571)",59
"(364, 1198, 1210)",59
"(260, 364, 1198, 1210)",59
"(296, 318, 356, 1210, 1270)",59
"(356, 2858, 5445)",59
"(47, 1198, 1210, 1291)",59
"(32, 260, 1210, 1291)",59
"(32, 1196, 1210, 1291)",59
"(47, 1196, 1270, 2571)",59
"(364, 1196, 1198, 1210)",59
"(260, 364, 1196, 1198, 1210)",59
"(47, 296, 2571, 5445)",59
"(1, 1196, 1198, 1270, 2571)",59
"(1, 260, 1196, 1198, 1270, 2571)",59
"(1196, 1210, 1222, 2571)",59
"(32, 318, 593, 2571)",59
"(318, 1136, 1196, 1198)",59
"(260, 592, 1198, 1210, 1291)",59
"(260, 589, 2916)",59
"(589, 1196, 2916)",59
"(260, 1210, 2571, 2916)",59
"(296, 541, 1196, 1210)",59
"(47, 260, 1270, 2571)",59
"(260, 1196, 1198, 5445)",59
"(32, 1291, 2571)",59
"(260, 296, 541, 1210)",59
"(260, 541, 593, 1210)",59
"(110, 589, 1196, 1210, 1240)",59
"(50, 296, 318, 593, 858, 2571)",59
"(260, 1196, 1210, 1222, 2571)",59
"(50, 318, 356, 593, 858)",59
"(1, 296, 858, 1196)",59
"(1, 260, 296, 858, 1196)",59
"(50, 260, 356, 593, 858)",59
"(50, 356, 593, 858, 2571)",59
"(110, 589, 1196, 1240, 2571)",59
"(32, 1196, 1291)",59
"(32, 1198, 1291)",59
"(260, 589, 858, 1291)",59
"(1, 260, 296, 1198, 1270)",59
"(260, 364, 4306)",59
"(296, 356, 1196, 1198, 1270)",59
"(260, 296, 1196, 5445)",59
"(260, 296, 1213, 2571, 2858)",59
"(260, 296, 1196, 1213, 2858)",59
"(318, 1210, 1213)",59
"(296, 593, 1210, 1213)",59
"(593, 1136, 2762)",59
"(296, 593, 1213, 2571, 2858)",59
"(296, 1089, 1240)",59
"(260, 588, 1198, 1291)",59
"(588, 1196, 1198, 1291)",59
"(260, 588, 1196, 1198, 1291)",59
"(260, 296, 356, 1196, 1198, 1270)",59
"(296, 858, 1198, 1291)",59
"(356, 589, 2571, 5445)",59
"(296, 858, 1196, 1291)",59
"(260, 296, 858, 1196, 1291)",59
"(260, 1196, 1210, 2571, 2916)",59
"(50, 296, 356, 589, 2571)",59
"(50, 260, 318, 589)",59
"(260, 1089, 1240)",59
"(260, 296, 1210, 1213, 2571)",59
"(260, 356, 1210, 1213)",59
"(296, 356, 1196, 1265, 2571)",59
"(260, 296, 593, 1196, 1265)",59
"(32, 260, 296, 318, 593)",59
"(32, 296, 356, 593, 2571)",59
"(50, 5445)",59
"(318, 858, 1291)",59
"(50, 296, 318, 589, 2571)",59
"(50, 296, 589, 593, 2571)",59
"(1240, 2571, 2916)",59
"(260, 1196, 1210, 1213, 2571)",59
"(50, 296, 1210, 1213)",59
"(50, 260, 1210, 1213)",59
"(1198, 1210, 1213)",59
"(260, 1198, 1210, 1213)",59
"(296, 356, 1210, 1213)",59
"(318, 527, 858, 1196)",59
"(260, 318, 527, 858, 1196)",59
"(260, 593, 1210, 1213)",59
"(858, 1221, 1240)",59
"(1, 260, 356, 1196, 1270, 2571)",59
"(50, 296, 356, 1270)",59
"(296, 1196, 2571, 5445)",59
"(32, 260, 356, 589, 2571)",59
"(541, 1196, 2858)",59
"(260, 296, 858, 1196, 1210, 1291)",59
"(364, 4226)",59
"(356, 589, 1196, 1270, 2571)",59
"(1, 318, 1196, 1270)",59
"(32, 589, 593, 2571)",59
"(260, 589, 1136, 1196, 1198)",59
"(260, 296, 356, 593, 858, 1196)",59
"(296, 356, 593, 858, 1196)",59
"(296, 1196, 1210, 1213, 2571)",59
"(356, 1196, 1210, 1213)",59
"(296, 858, 1196, 1210, 1291)",59
"(260, 296, 356, 5445)",59
"(318, 1196, 5445)",59
"(296, 1213, 1240)",59
"(260, 589, 1291, 2762)",59
"(260, 589, 1210, 1291, 2762)",59
"(50, 260, 296, 318, 356, 593)",59
"(50, 260, 296, 318, 356, 2571)",59
"(1196, 1240, 2916)",59
"(2571, 48516)",59
"(296, 541, 593, 2858)",59
"(593, 1291, 2762)",59
"(356, 364, 595)",59
"(296, 593, 5445)",59
"(296, 1089, 1222, 2571)",59
"(1, 356, 858, 2571)",59
"(1, 260, 318, 858)",59
"(1, 589, 1265)",59
"(593, 1196, 1265, 2571)",59
"(32, 260, 296, 589, 593)",59
"(1198, 1210, 1291, 2762)",59
"(260, 1198, 1210, 1291, 2762)",59
"(1196, 1198, 1210, 1291, 2762)",59
"(1, 260, 593, 1270)",59
"(260, 1196, 1198, 1210, 1291, 2762)",59
"(296, 1291, 4306)",59
"(589, 1291, 4306)",59
"(356, 527, 1270)",59
"(356, 527, 593, 858)",59
"(1, 296, 318, 858)",59
"(296, 318, 527, 593, 858)",59
"(527, 593, 858, 2571)",59
"(260, 296, 858, 1213, 2571)",59
"(260, 296, 858, 1136)",59
"(260, 1196, 1291, 2571, 2762)",59
"(296, 318, 2571, 5445)",59
"(296, 318, 2571, 8961)",59
"(589, 593, 1270)",59
"(260, 527, 1270)",59
"(1, 296, 318, 1270)",59
"(1, 318, 1270, 2571)",59
"(260, 1210, 1240, 1265, 2571)",59
"(260, 589, 1210, 1240, 1265)",59
"(260, 1196, 1210, 1240, 1265, 2571)",59
"(50, 858, 1213, 2571)",59
"(50, 356, 858, 1213)",59
"(260, 318, 589, 858, 2571)",59
"(260, 296, 356, 593, 858, 2571)",59
"(50, 858, 1196, 1213)",59
"(260, 318, 593, 858, 1213)",59
"(260, 1196, 1210, 1291, 2571, 2762)",59
"(589, 1196, 1210, 1291, 2762)",59
"(1, 608, 1291)",59
"(260, 356, 608, 1196, 1291)",59
"(648, 1196, 1291)",59
"(260, 648, 1196, 1291)",59
"(356, 593, 778)",59
"(1, 318, 356, 1265)",59
"(47, 296, 1136)",59
"(1, 32, 296, 593)",59
"(1, 32, 356)",59
"(593, 6874, 7438)",59
"(356, 593, 1270, 2571)",59
"(2571, 3147, 4306)",59
"(110, 356, 364)",59
"(648, 1198, 1291)",59
"(318, 608, 1291)",59
"(260, 589, 1196, 1210, 1240, 1265)",59
"(356, 608, 1210, 1291)",59
"(260, 1036, 1214, 1291)",59
"(260, 296, 8961)",59
"(1, 296, 318, 1196, 2571)",59
"(260, 296, 541, 1198)",59
"(296, 318, 1213, 4226)",59
"(593, 1213, 4226)",59
"(1213, 2571, 4226)",59
"(296, 356, 593, 778)",59
"(296, 356, 778, 2571)",59
"(150, 588, 589, 592)",59
"(296, 858, 1198, 1213)",59
"(1206, 1222)",59
"(296, 593, 778, 2571)",59
"(296, 318, 356, 8961)",59
"(260, 356, 608, 1291)",59
"(260, 356, 1036, 1291)",59
"(356, 1214, 1291)",59
"(296, 1196, 8961)",59
"(260, 527, 593, 1196, 2571)",59
"(260, 608, 1213, 2571)",59
"(296, 778, 1196)",59
"(2571, 4306, 7438)",59
"(32, 296, 589, 1196, 2571)",59
"(32, 356, 589, 1196)",59
"(7438, 58559)",59
"(4886, 7438)",59
"(1, 296, 1265, 2571)",59
"(260, 1196, 1210, 3147)",59
"(593, 2762, 3147)",59
"(356, 608, 1196, 1210, 1291)",59
"(858, 2571, 3147)",59
"(356, 1196, 2571, 8961)",59
"(260, 296, 1036, 1196, 1291)",59
"(1, 1036, 1291, 2571)",59
"(296, 1036, 1196, 1291)",59
"(318, 2858, 3147)",59
"(260, 589, 1036, 1198, 1291)",59
"(1, 32, 260, 1196)",59
"(356, 589, 1265, 2571)",59
"(527, 1265, 2571)",59
"(50, 296, 593, 608, 1213)",59
"(50, 318, 778)",59
"(260, 296, 593, 608, 1213)",59
"(1036, 1196, 1210, 1214, 2571)",59
"(858, 1036, 1214)",59
"(296, 1214, 1291)",59
"(356, 1036, 1291, 2571)",59
"(260, 1036, 1196, 1214, 2571)",59
"(260, 1036, 1198, 1214)",59
"(1036, 1196, 1198, 1214)",59
"(260, 1036, 1210, 1214, 2571)",59
"(318, 1198, 8961)",59
"(1196, 2791)",59
"(260, 1198, 2571, 8961)",59
"(260, 296, 1136, 1196, 1198, 1210)",59
"(50, 593, 778)",59
"(588, 589, 1210)",59
"(260, 356, 1136, 1196, 1198, 1210)",59
"(296, 608, 1210, 1213)",59
"(608, 1196, 1210, 1213)",59
"(318, 1136, 2858)",59
"(296, 1136, 2571, 2858)",59
"(296, 318, 527, 1196, 2571)",59
"(356, 1036, 1210, 1291)",59
"(260, 356, 1036, 1210, 1291)",59
"(1, 1036, 1210, 1291)",59
"(1, 260, 1036, 1210, 1291)",59
"(1196, 1197, 1214)",59
"(608, 1196, 1214, 2571)",59
"(260, 608, 1198, 1214)",59
"(47, 296, 778, 2571)",59
"(1, 588, 1198)",59
"(296, 1136, 1196, 1198, 1210)",59
"(356, 1136, 1196, 1198, 1210)",59
"(50, 296, 608, 858, 1213)",59
"(32, 50, 296, 589, 593)",59
"(32, 50, 1196)",59
"(47, 2571, 3147)",59
"(47, 356, 3147)",59
"(318, 608, 1214)",59
"(260, 296, 608, 1214)",59
"(296, 608, 1196, 1214)",59
"(1196, 1210, 1214, 2571, 2762)",59
"(260, 1196, 1210, 1214, 2762)",59
"(47, 2571, 7438)",59
"(32, 296, 1198, 2571)",59
"(32, 356, 1198)",59
"(260, 1136, 1198, 1210, 2571)",59
"(296, 1036, 1213)",59
"(296, 1213, 1291)",59
"(593, 1213, 1214)",59
"(260, 593, 1097, 1196)",59
"(608, 1214, 2858)",59
"(2858, 8961)",59
"(47, 2571, 8961)",59
"(356, 1214, 2571, 2762)",59
"(356, 1196, 3147)",59
"(1, 3147)",59
"(858, 1214, 2762)",59
"(1214, 4306)",59
"(648, 1214)",59
"(260, 296, 318, 356, 593, 1196, 2571)",59
"(1136, 1198, 1210, 2571)",59
"(318, 778, 2858)",59
"(588, 1198, 2571)",59
"(260, 1213, 1270)",59
"(318, 356, 593, 1265)",59
"(32, 589, 1196, 1198)",59
"(32, 260, 589, 1196, 1198)",59
"(260, 49272)",59
"(356, 589, 593, 1196, 2571)",59
"(260, 356, 2571, 3147)",59
"(318, 356, 1214, 2571)",59
"(260, 296, 1097, 1210)",59
"(1, 296, 527, 2571)",59
"(778, 2571, 2858)",59
"(296, 318, 593, 1089, 1213)",59
"(296, 318, 1089, 1213, 2571)",59
"(32, 47, 260, 589)",59
"(32, 47, 527)",59
"(32, 47, 318, 356)",59
"(32, 47, 260, 2571)",59
"(260, 296, 541, 1196, 2571)",59
"(296, 1196, 1214, 2762)",59
"(593, 1196, 1214, 2762)",59
"(47, 1214, 2762)",59
"(260, 1210, 1214, 2762)",59
"(318, 589, 1214)",59
"(356, 589, 1214, 2571)",59
"(296, 318, 593, 3147)",59
"(1, 260, 589, 593)",59
"(588, 594)",59
"(594, 595)",59
"(1, 318, 589, 593)",59
"(296, 588, 2571)",59
"(260, 296, 593, 1089, 1213)",59
"(296, 318, 588, 589)",59
"(296, 356, 4306, 8961)",59
"(296, 318, 2571, 3147)",59
"(260, 356, 1097, 1196, 1210)",59
"(296, 356, 593, 2571, 3147)",59
"(1, 1097, 1210)",59
"(593, 1097, 1210)",59
"(1, 260, 1214, 2571)",59
"(1097, 1210, 1240)",59
"(260, 589, 1097, 1196, 1210)",59
"(260, 296, 858, 1196, 1214)",59
"(1, 260, 296, 593, 2571)",59
"(32, 47, 780)",59
"(296, 778, 858)",59
"(32, 260, 592)",59
"(32, 589, 592, 593)",59
"(260, 296, 1136, 1196, 1210, 2571)",59
"(296, 593, 1089, 1213, 2571)",59
"(260, 318, 1089, 1213)",59
"(296, 318, 588, 593)",59
"(260, 858, 1198, 1214)",59
"(1097, 2716)",59
"(260, 356, 593, 1214)",59
"(1, 260, 296, 318, 593)",59
"(541, 589, 593)",59
"(32, 1214, 2571)",59
"(260, 318, 858, 1214)",59
"(260, 593, 858, 1214)",59
"(296, 858, 1196, 1214)",59
"(780, 1097)",59
"(318, 356, 1196, 1214)",59
"(296, 593, 1136, 1210)",59
"(260, 356, 1136, 1196, 1210, 2571)",59
"(50, 296, 608, 778)",59
"(608, 778, 2858)",59
"(32, 47, 1196, 1210)",59
"(50, 296, 1089, 1196, 1213)",59
"(527, 593, 1214)",59
"(527, 1214, 2571)",59
"(260, 296, 356, 1196, 1214, 2571)",59
"(32, 1097)",59
"(1210, 1214, 2858)",59
"(260, 592, 1214)",59
"(260, 592, 1196, 1214)",59
"(2571, 4226, 8961)",59
"(356, 4226, 8961)",59
"(4226, 4306, 8961)",59
"(296, 1089, 1198, 1213)",59
"(32, 260, 296, 589, 1196, 1210)",59
"(50, 608, 778)",59
"(32, 260, 296, 2858)",59
"(260, 1097, 1196, 1240)",59
"(260, 780, 1196, 1214)",59
"(2762, 4306, 8961)",59
"(356, 4993, 8961)",59
"(527, 1196, 1214)",59
"(260, 296, 356, 1196, 1210, 1214)",59
"(296, 318, 1196, 1210, 1214)",59
"(1097, 1196, 1265)",59
"(50, 318, 1214)",59
"(608, 1213, 1221)",59
"(32, 356, 2858)",59
"(260, 296, 608, 1089, 1213)",59
"(608, 858, 1089, 1213)",59
"(50, 260, 1089, 1196, 1213)",59
"(296, 318, 541, 2571)",59
"(356, 357)",59
"(2571, 2617)",59
"(318, 356, 541)",59
"(1, 1196, 1210, 1214, 2571)",59
"(260, 296, 318, 593, 1196, 1214)",59
"(296, 318, 1214, 2858)",59
"(1097, 1196, 1198, 1210, 1291)",59
"(10, 589, 648)",59
"(1234,)",59
"(56367,)",59
"(70286,)",59
"(32, 356, 589, 1210)",59
"(50, 778, 1089)",59
"(32, 296, 318, 1210)",59
"(260, 296, 356, 1210, 1214)",59
"(260, 1097, 1198, 1291)",59
"(1, 1196, 1198, 1214)",59
"(47, 356, 1214)",59
"(1097, 1196, 1198, 1291)",59
"(553,)",59
"(1, 260, 1198, 1214)",59
"(47, 590, 592)",59
"(590, 1196, 1210)",59
"(6, 296, 318)",59
"(1089, 1196, 2571, 2762)",59
"(1, 260, 318, 1198, 1210)",59
"(165, 457)",59
"(356, 589, 1198, 1210, 2571)",59
"(593, 1089, 2762, 2858)",59
"(356, 1196, 1210, 2918)",59
"(260, 356, 1210, 2918)",59
"(260, 356, 589, 1198, 1210, 2571)",59
"(527, 1198, 1210)",59
"(260, 527, 1198, 1210)",59
"(1, 318, 1198, 1210)",59
"(266,)",59
"(47, 1198, 1214)",59
"(10, 588, 589)",58
"(260, 1097, 1196, 1198, 1210, 1291)",58
"(47, 589, 1214)",58
"(260, 296, 1196, 1198, 1214, 2571)",58
"(260, 1097, 1198, 1270)",58
"(260, 318, 1196, 1198, 1214)",58
"(356, 1198, 1214, 2571)",58
"(296, 318, 1198, 1214)",58
"(50, 260, 296, 1196, 1214)",58
"(296, 1196, 1198, 1214, 2571)",58
"(318, 1196, 1198, 1214)",58
"(296, 318, 356, 589, 593, 2571)",58
"(296, 356, 541, 593)",58
"(296, 356, 1196, 1210, 1214, 2571)",58
"(50, 1196, 1214, 2571)",58
"(50, 260, 1214, 2571)",58
"(50, 296, 593, 1214)",58
"(1, 260, 1196, 1214, 2571)",58
"(356, 1097, 1265)",58
"(296, 593, 1136, 1196, 1210)",58
"(32, 50, 260, 1210)",58
"(47, 50, 1089, 1213)",58
"(50, 260, 296, 1089, 1196, 1213)",58
"(32, 318, 1196, 1210)",58
"(593, 1213, 2329)",58
"(296, 608, 858, 1089, 1213)",58
"(608, 1089, 1196, 1213)",58
"(260, 589, 1136, 1210, 2571)",58
"(608, 1089, 1213, 2571)",58
"(593, 608, 1089, 1213)",58
"(593, 1089, 1213, 2858)",58
"(32, 296, 356, 2858)",58
"(858, 1089, 1213, 1221)",58
"(608, 858, 1213, 1221)",58
"(260, 296, 858, 1213, 1221)",58
"(589, 1136, 1196, 1210, 2571)",58
"(260, 296, 318, 1089, 1213)",58
"(32, 318, 589, 592)",58
"(32, 318, 592, 593)",58
"(32, 260, 589, 780)",58
"(32, 1210, 2858)",58
"(32, 47, 260, 1196, 1210)",58
"(50, 356, 1089, 1213)",58
"(296, 318, 1136, 1210)",58
"(32, 47, 50, 296, 589)",58
"(32, 47, 50, 589)",58
"(778, 1206)",58
"(32, 589, 2858)",58
"(32, 260, 2571, 2858)",58
"(4993, 68954)",58
"(260, 68954)",58
"(296, 588, 1196)",58
"(1, 260, 588, 2571)",58
"(1, 318, 356, 588)",58
"(1, 296, 318, 588)",58
"(296, 593, 778, 2858)",58
"(593, 778, 2858)",58
"(8961, 68954)",58
"(4886, 68954)",58
"(296, 356, 7438)",58
"(593, 2571, 7438)",58
"(296, 318, 7438)",58
"(50, 778, 2858)",58
"(260, 356, 588, 2571)",58
"(318, 1193, 1213)",58
"(1089, 1196, 1213, 2571)",58
"(260, 589, 1136, 1196, 1210, 2571)",58
"(260, 588, 1198, 2571)",58
"(1, 260, 1136, 1198, 1210)",58
"(1, 1136, 1198, 1210)",58
"(260, 296, 608, 858, 1213)",58
"(296, 593, 608, 858, 1213)",58
"(1210, 1213, 1291)",58
"(1196, 1213, 1291)",58
"(260, 1213, 1291)",58
"(1036, 1196, 1213)",58
"(260, 296, 1197, 1213)",58
"(32, 589, 1198, 2571)",58
"(260, 1196, 7438)",58
"(1196, 2571, 7438)",58
"(32, 260, 296, 1196, 1198)",58
"(318, 593, 1265, 2571)",58
"(1210, 1213, 1270)",58
"(260, 318, 356, 1265, 2571)",58
"(296, 318, 608, 858, 1213)",58
"(260, 608, 1196, 1210, 1213)",58
"(1, 356, 588, 1210)",58
"(50, 296, 593, 778)",58
"(260, 1136, 1196, 1198, 1210, 2571)",58
"(32, 50, 260, 1196)",58
"(32, 50, 527)",58
"(32, 50, 260, 589)",58
"(32, 50, 260, 2571)",58
"(260, 296, 318, 1265, 2571)",58
"(260, 296, 1136, 2858)",58
"(32, 296, 1196, 1198)",58
"(1136, 1196, 1198, 1210, 2571)",58
"(47, 296, 318, 588)",58
"(1, 588, 1196, 1198)",58
"(589, 778)",58
"(260, 296, 318, 608, 1213)",58
"(356, 593, 608, 1213)",58
"(260, 592, 1136)",58
"(593, 608, 1213, 2858)",58
"(593, 608, 1198, 1213)",58
"(50, 608, 1196, 1213)",58
"(50, 356, 608, 1213)",58
"(1136, 1210, 2858)",58
"(50, 296, 318, 778)",58
"(260, 296, 778, 1196)",58
"(50, 608, 1213, 2571)",58
"(260, 356, 589, 1265)",58
